Province/State;Country/Region;Lat;Long;Date;Value;ISO 3166-1 Alpha 3-Codes;Region Code;Sub-region Code;Intermediate Region Code;
;Belarus;537.098;279.534;27/04/2020;11289;BLR;150;151;;
;Belarus;537.098;279.534;26/04/2020;10463;BLR;150;151;;
;Belarus;537.098;279.534;25/04/2020;9590;BLR;150;151;;
;Belarus;537.098;279.534;24/04/2020;8773;BLR;150;151;;
;Belarus;537.098;279.534;23/04/2020;8022;BLR;150;151;;
;Belarus;537.098;279.534;22/04/2020;7281;BLR;150;151;;
;Belarus;537.098;279.534;21/04/2020;6723;BLR;150;151;;
;Belarus;537.098;279.534;20/04/2020;6264;BLR;150;151;;
;Belarus;537.098;279.534;19/04/2020;4779;BLR;150;151;;
;Belarus;537.098;279.534;18/04/2020;4779;BLR;150;151;;
;Belarus;537.098;279.534;17/04/2020;4779;BLR;150;151;;
;Belarus;537.098;279.534;16/04/2020;4204;BLR;150;151;;
;Belarus;537.098;279.534;15/04/2020;3728;BLR;150;151;;
;Belarus;537.098;279.534;14/04/2020;3281;BLR;150;151;;
;Belarus;537.098;279.534;13/04/2020;2919;BLR;150;151;;
;Belarus;537.098;279.534;12/04/2020;2578;BLR;150;151;;
;Belarus;537.098;279.534;11/04/2020;2226;BLR;150;151;;
;Belarus;537.098;279.534;10/04/2020;1981;BLR;150;151;;
;Belarus;537.098;279.534;09/04/2020;1486;BLR;150;151;;
;Belarus;537.098;279.534;08/04/2020;1066;BLR;150;151;;
;Belarus;537.098;279.534;07/04/2020;861;BLR;150;151;;
;Belarus;537.098;279.534;06/04/2020;700;BLR;150;151;;
;Belarus;537.098;279.534;05/04/2020;562;BLR;150;151;;
;Belarus;537.098;279.534;04/04/2020;440;BLR;150;151;;
;Belarus;537.098;279.534;03/04/2020;351;BLR;150;151;;
;Belarus;537.098;279.534;02/04/2020;304;BLR;150;151;;
;Belarus;537.098;279.534;01/04/2020;163;BLR;150;151;;
;Belarus;537.098;279.534;31/03/2020;152;BLR;150;151;;
;Belarus;537.098;279.534;30/03/2020;152;BLR;150;151;;
;Belarus;537.098;279.534;29/03/2020;94;BLR;150;151;;
;Belarus;537.098;279.534;28/03/2020;94;BLR;150;151;;
;Belarus;537.098;279.534;27/03/2020;94;BLR;150;151;;
;Belarus;537.098;279.534;26/03/2020;86;BLR;150;151;;
;Belarus;537.098;279.534;25/03/2020;86;BLR;150;151;;
;Belarus;537.098;279.534;24/03/2020;81;BLR;150;151;;
;Belarus;537.098;279.534;23/03/2020;81;BLR;150;151;;
;Belarus;537.098;279.534;22/03/2020;76;BLR;150;151;;
;Belarus;537.098;279.534;21/03/2020;76;BLR;150;151;;
;Belarus;537.098;279.534;20/03/2020;69;BLR;150;151;;
;Belarus;537.098;279.534;19/03/2020;51;BLR;150;151;;
;Belarus;537.098;279.534;18/03/2020;51;BLR;150;151;;
;Belarus;537.098;279.534;17/03/2020;36;BLR;150;151;;
;Belarus;537.098;279.534;16/03/2020;36;BLR;150;151;;
;Belarus;537.098;279.534;15/03/2020;27;BLR;150;151;;
;Belarus;537.098;279.534;14/03/2020;27;BLR;150;151;;
;Belarus;537.098;279.534;13/03/2020;27;BLR;150;151;;
;Belarus;537.098;279.534;12/03/2020;12;BLR;150;151;;
;Belarus;537.098;279.534;11/03/2020;9;BLR;150;151;;
;Belarus;537.098;279.534;10/03/2020;9;BLR;150;151;;
;Belarus;537.098;279.534;09/03/2020;6;BLR;150;151;;
;Belarus;537.098;279.534;08/03/2020;6;BLR;150;151;;
;Belarus;537.098;279.534;07/03/2020;6;BLR;150;151;;
;Belarus;537.098;279.534;06/03/2020;6;BLR;150;151;;
;Belarus;537.098;279.534;05/03/2020;6;BLR;150;151;;
;Belarus;537.098;279.534;04/03/2020;6;BLR;150;151;;
;Belarus;537.098;279.534;03/03/2020;1;BLR;150;151;;
;Belarus;537.098;279.534;02/03/2020;1;BLR;150;151;;
;Belarus;537.098;279.534;01/03/2020;1;BLR;150;151;;
;Belarus;537.098;279.534;29/02/2020;1;BLR;150;151;;
;Belarus;537.098;279.534;28/02/2020;1;BLR;150;151;;
;Belarus;537.098;279.534;27/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;26/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;25/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;24/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;23/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;22/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;21/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;20/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;19/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;18/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;17/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;16/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;15/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;14/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;13/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;12/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;11/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;10/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;09/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;08/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;07/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;06/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;05/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;04/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;03/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;02/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;01/02/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;31/01/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;30/01/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;29/01/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;28/01/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;27/01/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;26/01/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;25/01/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;24/01/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;23/01/2020;0;BLR;150;151;;
;Belarus;537.098;279.534;22/01/2020;0;BLR;150;151;;
;Belgium;508.333;4.0;13/05/2020;53981;BEL;150;155;;
;Belgium;508.333;4.0;12/05/2020;53779;BEL;150;155;;
;Belgium;508.333;4.0;11/05/2020;53449;BEL;150;155;;
;Belgium;508.333;4.0;10/05/2020;53081;BEL;150;155;;
;Belgium;508.333;4.0;09/05/2020;52596;BEL;150;155;;
;Belgium;508.333;4.0;08/05/2020;52011;BEL;150;155;;
;Belgium;508.333;4.0;07/05/2020;51420;BEL;150;155;;
;Belgium;508.333;4.0;06/05/2020;50781;BEL;150;155;;
;Belgium;508.333;4.0;05/05/2020;50509;BEL;150;155;;
;Belgium;508.333;4.0;04/05/2020;50267;BEL;150;155;;
;Belgium;508.333;4.0;03/05/2020;49906;BEL;150;155;;
;Belgium;508.333;4.0;02/05/2020;49517;BEL;150;155;;
;Belgium;508.333;4.0;01/05/2020;49032;BEL;150;155;;
;Belgium;508.333;4.0;30/04/2020;48519;BEL;150;155;;
;Belgium;508.333;4.0;29/04/2020;47859;BEL;150;155;;
;Belgium;508.333;4.0;28/04/2020;47334;BEL;150;155;;
;Belgium;508.333;4.0;27/04/2020;46687;BEL;150;155;;
;Belgium;508.333;4.0;26/04/2020;46134;BEL;150;155;;
;Belgium;508.333;4.0;25/04/2020;45325;BEL;150;155;;
;Belgium;508.333;4.0;24/04/2020;44293;BEL;150;155;;
;Belgium;508.333;4.0;23/04/2020;42797;BEL;150;155;;
;Belgium;508.333;4.0;22/04/2020;41889;BEL;150;155;;
;Belgium;508.333;4.0;21/04/2020;40956;BEL;150;155;;
;Belgium;508.333;4.0;20/04/2020;39983;BEL;150;155;;
;Belgium;508.333;4.0;19/04/2020;38496;BEL;150;155;;
;Belgium;508.333;4.0;18/04/2020;37183;BEL;150;155;;
;Belgium;508.333;4.0;17/04/2020;36138;BEL;150;155;;
;Belgium;508.333;4.0;16/04/2020;34809;BEL;150;155;;
;Belgium;508.333;4.0;15/04/2020;33573;BEL;150;155;;
;Belgium;508.333;4.0;14/04/2020;31119;BEL;150;155;;
;Belgium;508.333;4.0;13/04/2020;30589;BEL;150;155;;
;Belgium;508.333;4.0;12/04/2020;29647;BEL;150;155;;
;Belgium;508.333;4.0;11/04/2020;28018;BEL;150;155;;
;Belgium;508.333;4.0;10/04/2020;26667;BEL;150;155;;
;Belgium;508.333;4.0;09/04/2020;24983;BEL;150;155;;
;Belgium;508.333;4.0;08/04/2020;23403;BEL;150;155;;
;Belgium;508.333;4.0;07/04/2020;22194;BEL;150;155;;
;Belgium;508.333;4.0;06/04/2020;20814;BEL;150;155;;
;Belgium;508.333;4.0;05/04/2020;19691;BEL;150;155;;
;Belgium;508.333;4.0;04/04/2020;18431;BEL;150;155;;
;Belgium;508.333;4.0;03/04/2020;16770;BEL;150;155;;
;Belgium;508.333;4.0;02/04/2020;15348;BEL;150;155;;
;Belgium;508.333;4.0;01/04/2020;13964;BEL;150;155;;
;Belgium;508.333;4.0;31/03/2020;12775;BEL;150;155;;
;Belgium;508.333;4.0;30/03/2020;11899;BEL;150;155;;
;Belgium;508.333;4.0;29/03/2020;10836;BEL;150;155;;
;Belgium;508.333;4.0;28/03/2020;9134;BEL;150;155;;
;Belgium;508.333;4.0;27/03/2020;7284;BEL;150;155;;
;Belgium;508.333;4.0;26/03/2020;6235;BEL;150;155;;
;Belgium;508.333;4.0;25/03/2020;4937;BEL;150;155;;
;Belgium;508.333;4.0;24/03/2020;4269;BEL;150;155;;
;Belgium;508.333;4.0;23/03/2020;3743;BEL;150;155;;
;Belgium;508.333;4.0;22/03/2020;3401;BEL;150;155;;
;Belgium;508.333;4.0;21/03/2020;2815;BEL;150;155;;
;Belgium;508.333;4.0;20/03/2020;2257;BEL;150;155;;
;Belgium;508.333;4.0;19/03/2020;1795;BEL;150;155;;
;Belgium;508.333;4.0;18/03/2020;1486;BEL;150;155;;
;Belgium;508.333;4.0;17/03/2020;1243;BEL;150;155;;
;Belgium;508.333;4.0;16/03/2020;1058;BEL;150;155;;
;Belgium;508.333;4.0;15/03/2020;886;BEL;150;155;;
;Belgium;508.333;4.0;14/03/2020;689;BEL;150;155;;
;Belgium;508.333;4.0;13/03/2020;559;BEL;150;155;;
;Belgium;508.333;4.0;12/03/2020;314;BEL;150;155;;
;Belgium;508.333;4.0;11/03/2020;314;BEL;150;155;;
;Belgium;508.333;4.0;10/03/2020;267;BEL;150;155;;
;Belgium;508.333;4.0;09/03/2020;239;BEL;150;155;;
;Belgium;508.333;4.0;08/03/2020;200;BEL;150;155;;
;Belgium;508.333;4.0;07/03/2020;169;BEL;150;155;;
;Belgium;508.333;4.0;06/03/2020;109;BEL;150;155;;
;Belgium;508.333;4.0;05/03/2020;50;BEL;150;155;;
;Belgium;508.333;4.0;04/03/2020;23;BEL;150;155;;
;Belgium;508.333;4.0;03/03/2020;13;BEL;150;155;;
;Belgium;508.333;4.0;02/03/2020;8;BEL;150;155;;
;Belgium;508.333;4.0;01/03/2020;2;BEL;150;155;;
;Belgium;508.333;4.0;29/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;28/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;27/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;26/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;25/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;24/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;23/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;22/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;21/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;20/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;19/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;18/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;17/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;16/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;15/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;14/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;13/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;12/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;11/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;10/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;09/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;08/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;07/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;06/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;05/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;04/02/2020;1;BEL;150;155;;
;Belgium;508.333;4.0;03/02/2020;0;BEL;150;155;;
;Belgium;508.333;4.0;02/02/2020;0;BEL;150;155;;
;Belgium;508.333;4.0;01/02/2020;0;BEL;150;155;;
;Belgium;508.333;4.0;31/01/2020;0;BEL;150;155;;
;Belgium;508.333;4.0;30/01/2020;0;BEL;150;155;;
;Belgium;508.333;4.0;29/01/2020;0;BEL;150;155;;
;Belgium;508.333;4.0;28/01/2020;0;BEL;150;155;;
;Belgium;508.333;4.0;27/01/2020;0;BEL;150;155;;
;Belgium;508.333;4.0;26/01/2020;0;BEL;150;155;;
;Belgium;508.333;4.0;25/01/2020;0;BEL;150;155;;
;Belgium;508.333;4.0;24/01/2020;0;BEL;150;155;;
;Belgium;508.333;4.0;23/01/2020;0;BEL;150;155;;
;Belgium;508.333;4.0;22/01/2020;0;BEL;150;155;;
;Belize;131.939;-595.432;13/05/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;12/05/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;11/05/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;10/05/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;09/05/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;08/05/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;07/05/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;06/05/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;05/05/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;04/05/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;03/05/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;02/05/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;01/05/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;30/04/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;29/04/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;28/04/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;27/04/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;26/04/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;25/04/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;24/04/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;23/04/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;22/04/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;21/04/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;20/04/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;19/04/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;18/04/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;17/04/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;16/04/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;15/04/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;14/04/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;13/04/2020;18;BLZ;19;419;13;
;Belize;131.939;-595.432;12/04/2020;14;BLZ;19;419;13;
;Belize;131.939;-595.432;11/04/2020;13;BLZ;19;419;13;
;Belize;131.939;-595.432;10/04/2020;10;BLZ;19;419;13;
;Belize;131.939;-595.432;09/04/2020;9;BLZ;19;419;13;
;Belize;131.939;-595.432;08/04/2020;8;BLZ;19;419;13;
;Belize;131.939;-595.432;07/04/2020;7;BLZ;19;419;13;
;Belize;131.939;-595.432;06/04/2020;7;BLZ;19;419;13;
;Belize;131.939;-595.432;05/04/2020;5;BLZ;19;419;13;
;Belize;131.939;-595.432;04/04/2020;4;BLZ;19;419;13;
;Belize;131.939;-595.432;03/04/2020;4;BLZ;19;419;13;
;Belize;131.939;-595.432;02/04/2020;3;BLZ;19;419;13;
;Belize;131.939;-595.432;01/04/2020;3;BLZ;19;419;13;
;Belize;131.939;-595.432;31/03/2020;3;BLZ;19;419;13;
;Belize;131.939;-595.432;30/03/2020;3;BLZ;19;419;13;
;Belize;131.939;-595.432;29/03/2020;2;BLZ;19;419;13;
;Belize;131.939;-595.432;28/03/2020;2;BLZ;19;419;13;
;Belize;131.939;-595.432;27/03/2020;2;BLZ;19;419;13;
;Belize;131.939;-595.432;26/03/2020;2;BLZ;19;419;13;
;Belize;131.939;-595.432;25/03/2020;2;BLZ;19;419;13;
;Belize;131.939;-595.432;24/03/2020;1;BLZ;19;419;13;
;Belize;131.939;-595.432;23/03/2020;1;BLZ;19;419;13;
;Belize;131.939;-595.432;22/03/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;21/03/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;20/03/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;19/03/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;18/03/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;17/03/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;16/03/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;15/03/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;14/03/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;13/03/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;12/03/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;11/03/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;10/03/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;09/03/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;08/03/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;07/03/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;06/03/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;05/03/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;04/03/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;03/03/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;02/03/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;01/03/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;29/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;28/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;27/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;26/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;25/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;24/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;23/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;22/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;21/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;20/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;19/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;18/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;17/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;16/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;15/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;14/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;13/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;12/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;11/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;10/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;09/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;08/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;07/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;06/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;05/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;04/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;03/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;02/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;01/02/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;31/01/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;30/01/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;29/01/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;28/01/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;27/01/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;26/01/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;25/01/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;24/01/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;23/01/2020;0;BLZ;19;419;13;
;Belize;131.939;-595.432;22/01/2020;0;BLZ;19;419;13;
;Benin;93.077;23.158;13/05/2020;327;BEN;2;202;11;
;Benin;93.077;23.158;12/05/2020;327;BEN;2;202;11;
;Benin;93.077;23.158;11/05/2020;319;BEN;2;202;11;
;Benin;93.077;23.158;10/05/2020;319;BEN;2;202;11;
;Benin;93.077;23.158;09/05/2020;284;BEN;2;202;11;
;Benin;93.077;23.158;08/05/2020;242;BEN;2;202;11;
;Benin;93.077;23.158;07/05/2020;140;BEN;2;202;11;
;Benin;93.077;23.158;06/05/2020;96;BEN;2;202;11;
;Benin;93.077;23.158;05/05/2020;96;BEN;2;202;11;
;Benin;93.077;23.158;04/05/2020;96;BEN;2;202;11;
;Benin;93.077;23.158;03/05/2020;90;BEN;2;202;11;
;Benin;93.077;23.158;02/05/2020;90;BEN;2;202;11;
;Benin;93.077;23.158;01/05/2020;90;BEN;2;202;11;
;Benin;93.077;23.158;30/04/2020;64;BEN;2;202;11;
;Benin;93.077;23.158;29/04/2020;64;BEN;2;202;11;
;Benin;93.077;23.158;28/04/2020;64;BEN;2;202;11;
;Benin;93.077;23.158;27/04/2020;64;BEN;2;202;11;
;Benin;93.077;23.158;26/04/2020;64;BEN;2;202;11;
;Benin;93.077;23.158;25/04/2020;54;BEN;2;202;11;
;Benin;93.077;23.158;24/04/2020;54;BEN;2;202;11;
;Benin;93.077;23.158;23/04/2020;54;BEN;2;202;11;
;Benin;93.077;23.158;22/04/2020;54;BEN;2;202;11;
;Benin;93.077;23.158;21/04/2020;54;BEN;2;202;11;
;Benin;93.077;23.158;20/04/2020;54;BEN;2;202;11;
;Benin;93.077;23.158;19/04/2020;35;BEN;2;202;11;
;Benin;93.077;23.158;18/04/2020;35;BEN;2;202;11;
;Benin;93.077;23.158;17/04/2020;35;BEN;2;202;11;
;Benin;93.077;23.158;16/04/2020;35;BEN;2;202;11;
;Benin;93.077;23.158;15/04/2020;35;BEN;2;202;11;
;Benin;93.077;23.158;14/04/2020;35;BEN;2;202;11;
;Benin;93.077;23.158;13/04/2020;35;BEN;2;202;11;
;Benin;93.077;23.158;12/04/2020;35;BEN;2;202;11;
;Benin;93.077;23.158;11/04/2020;35;BEN;2;202;11;
;Benin;93.077;23.158;10/04/2020;35;BEN;2;202;11;
;Benin;93.077;23.158;09/04/2020;26;BEN;2;202;11;
;Benin;93.077;23.158;08/04/2020;26;BEN;2;202;11;
;Benin;93.077;23.158;07/04/2020;26;BEN;2;202;11;
;Benin;93.077;23.158;06/04/2020;26;BEN;2;202;11;
;Benin;93.077;23.158;05/04/2020;22;BEN;2;202;11;
;Benin;93.077;23.158;04/04/2020;16;BEN;2;202;11;
;Benin;93.077;23.158;03/04/2020;16;BEN;2;202;11;
;Benin;93.077;23.158;02/04/2020;13;BEN;2;202;11;
;Benin;93.077;23.158;01/04/2020;13;BEN;2;202;11;
;Benin;93.077;23.158;31/03/2020;9;BEN;2;202;11;
;Benin;93.077;23.158;30/03/2020;6;BEN;2;202;11;
;Benin;93.077;23.158;29/03/2020;6;BEN;2;202;11;
;Benin;93.077;23.158;28/03/2020;6;BEN;2;202;11;
;Benin;93.077;23.158;27/03/2020;6;BEN;2;202;11;
;Benin;93.077;23.158;26/03/2020;6;BEN;2;202;11;
;Benin;93.077;23.158;25/03/2020;6;BEN;2;202;11;
;Benin;93.077;23.158;24/03/2020;6;BEN;2;202;11;
;Benin;93.077;23.158;23/03/2020;5;BEN;2;202;11;
;Benin;93.077;23.158;22/03/2020;2;BEN;2;202;11;
;Benin;93.077;23.158;21/03/2020;2;BEN;2;202;11;
;Benin;93.077;23.158;20/03/2020;2;BEN;2;202;11;
;Benin;93.077;23.158;19/03/2020;2;BEN;2;202;11;
;Benin;93.077;23.158;18/03/2020;2;BEN;2;202;11;
;Benin;93.077;23.158;17/03/2020;1;BEN;2;202;11;
;Benin;93.077;23.158;16/03/2020;1;BEN;2;202;11;
;Benin;93.077;23.158;15/03/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;14/03/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;13/03/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;12/03/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;11/03/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;10/03/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;09/03/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;08/03/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;07/03/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;06/03/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;05/03/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;04/03/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;03/03/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;02/03/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;01/03/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;29/02/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;28/02/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;27/02/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;26/02/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;25/02/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;24/02/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;23/02/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;22/02/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;21/02/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;20/02/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;19/02/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;18/02/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;17/02/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;16/02/2020;0;BEN;2;202;11;
;Benin;93.077;23.158;15/02/2020;0;BEN;2;202;11;
